사용일자,노선명,역명,승차총승객수,하차총승객수
2016-05-19,1호선,서울역,65814,59747
2016-05-20,1호선,서울역,77755,67870
2016-05-21,1호선,서울역,66748,58040
2016-05-22,1호선,서울역,51465,42364
2016-05-23,1호선,서울역,66657,59623
2016-05-24,1호선,서울역,62208,56381
2016-05-25,1호선,서울역,65063,59447
2016-05-26,1호선,서울역,65139,58777
2016-05-27,1호선,서울역,76696,66375
2016-05-28,1호선,서울역,64407,56570
2016-05-29,1호선,서울역,48607,40388
2016-05-30,1호선,서울역,63243,57889
2016-05-31,1호선,서울역,61134,55723
2016-06-01,1호선,서울역,60891,56009
2016-06-02,1호선,서울역,62969,57403
2016-06-03,1호선,서울역,73514,66665
2016-06-04,1호선,서울역,61125,57345
2016-06-05,1호선,서울역,49816,41083
2016-06-06,1호선,서울역,55010,42963
2016-06-07,1호선,서울역,64612,55257
2016-06-08,1호선,서울역,62932,56761
2016-06-09,1호선,서울역,64976,57647
2016-06-10,1호선,서울역,74141,64135
2016-06-11,1호선,서울역,61026,53298
2016-06-12,1호선,서울역,45979,36802
2016-06-13,1호선,서울역,64491,58862
2016-06-14,1호선,서울역,62482,56438
2016-06-15,1호선,서울역,61674,55287
2016-06-16,1호선,서울역,63409,57632
2016-06-17,1호선,서울역,73281,65499
2016-06-18,1호선,서울역,60436,53167
2016-06-19,1호선,서울역,48602,38857
2016-06-20,1호선,서울역,64952,58219
2016-06-21,1호선,서울역,64393,57431
2016-06-22,1호선,서울역,65783,58628
2016-06-23,1호선,서울역,67336,60244
2016-06-24,1호선,서울역,78899,66490
2016-06-25,1호선,서울역,67105,58695
2016-06-26,1호선,서울역,51261,41825
2016-06-27,1호선,서울역,65503,58213
2016-06-28,1호선,서울역,63925,57280
2016-06-29,1호선,서울역,63169,56232
2016-06-30,1호선,서울역,63203,56833
2016-07-01,1호선,서울역,73051,63095
2016-07-02,1호선,서울역,55821,47523
2016-07-03,1호선,서울역,46931,37753
2016-07-04,1호선,서울역,63274,55367
2016-07-05,1호선,서울역,58713,52114
2016-07-06,1호선,서울역,63079,55783
2016-07-07,1호선,서울역,63441,56138
2016-07-08,1호선,서울역,73288,64025
2016-07-09,1호선,서울역,55961,48366
2016-07-10,1호선,서울역,44766,35774
2016-07-11,1호선,서울역,63223,56118
2016-07-12,1호선,서울역,62097,54904
2016-07-13,1호선,서울역,62153,55563
2016-07-14,1호선,서울역,64338,57058
2016-07-15,1호선,서울역,72963,63428
2016-07-16,1호선,서울역,54035,46528
2016-07-17,1호선,서울역,45860,37270
2016-07-18,1호선,서울역,64194,56942
2016-07-19,1호선,서울역,63013,55844
2016-07-20,1호선,서울역,62854,56447
2016-07-21,1호선,서울역,66116,58681
2016-07-22,1호선,서울역,73305,63699
2016-07-23,1호선,서울역,54299,47568
2016-07-24,1호선,서울역,44624,35916
2016-07-25,1호선,서울역,64269,56725
2016-07-26,1호선,서울역,63740,56436
2016-07-27,1호선,서울역,64506,57453
2016-07-28,1호선,서울역,65569,58273
2016-07-29,1호선,서울역,71750,64284
2016-07-30,1호선,서울역,56144,49314
2016-07-31,1호선,서울역,49203,39543
2016-08-01,1호선,서울역,66690,57667
2016-08-02,1호선,서울역,64822,55013
2016-08-03,1호선,서울역,63427,54609
2016-08-04,1호선,서울역,63197,55065
2016-08-05,1호선,서울역,69804,61059
2016-08-06,1호선,서울역,51009,43847
2016-08-07,1호선,서울역,44940,35549
2016-08-08,1호선,서울역,61245,53820
2016-08-09,1호선,서울역,60680,53359
2016-08-10,1호선,서울역,61584,54785
2016-08-11,1호선,서울역,62451,55616
2016-08-12,1호선,서울역,70217,63044
2016-08-13,1호선,서울역,53319,49366
2016-08-14,1호선,서울역,42715,34185
2016-08-15,1호선,서울역,51509,38337
2016-08-16,1호선,서울역,64168,54819
2016-08-17,1호선,서울역,63604,56022
2016-08-18,1호선,서울역,64754,56299
2016-08-19,1호선,서울역,74429,62951
2016-08-20,1호선,서울역,55625,46680
2016-08-21,1호선,서울역,45116,38016
2016-08-22,1호선,서울역,63457,56818
2016-08-23,1호선,서울역,62113,55295
2016-08-24,1호선,서울역,62251,55771
2016-08-25,1호선,서울역,66608,58221
2016-08-26,1호선,서울역,75398,64919
2016-08-27,1호선,서울역,59460,51081
2016-08-28,1호선,서울역,48707,38601
2016-08-29,1호선,서울역,65898,58499
2016-08-30,1호선,서울역,64832,57179
2016-08-31,1호선,서울역,63150,55706
2016-09-01,1호선,서울역,64165,57536
2016-09-02,1호선,서울역,74151,64030
2016-09-03,1호선,서울역,61197,52278
2016-09-04,1호선,서울역,48470,39813
2016-09-05,1호선,서울역,64146,58626
2016-09-06,1호선,서울역,64134,58151
2016-09-07,1호선,서울역,64236,58390
2016-09-08,1호선,서울역,65267,58830
2016-09-09,1호선,서울역,73322,64295
2016-09-10,1호선,서울역,56071,48622
2016-09-11,1호선,서울역,38982,35040
2016-09-12,1호선,서울역,60245,62088
2016-09-13,1호선,서울역,64699,72279
2016-09-14,1호선,서울역,42328,49258
2016-09-15,1호선,서울역,45116,40674
2016-09-16,1호선,서울역,51607,35779
2016-09-17,1호선,서울역,55952,35008
2016-09-18,1호선,서울역,54710,35570
2016-09-19,1호선,서울역,65719,54676
2016-09-20,1호선,서울역,62797,55904
2016-09-21,1호선,서울역,63333,56572
2016-09-22,1호선,서울역,67206,59777
2016-09-23,1호선,서울역,75927,64697
2016-09-24,1호선,서울역,63722,54082
2016-09-25,1호선,서울역,47768,40985
2016-09-26,1호선,서울역,63932,58392
2016-09-27,1호선,서울역,64036,57405
2016-09-28,1호선,서울역,61644,56157
2016-09-29,1호선,서울역,63856,57691
2016-09-30,1호선,서울역,73867,65106
2016-10-01,1호선,서울역,62371,56230
2016-10-02,1호선,서울역,44919,37182
2016-10-03,1호선,서울역,51428,43328
2016-10-04,1호선,서울역,64186,58962
2016-10-05,1호선,서울역,59805,55921
2016-10-06,1호선,서울역,65905,58635
2016-10-07,1호선,서울역,77162,65433
2016-10-08,1호선,서울역,70489,60967
2016-10-09,1호선,서울역,50349,43556
2016-10-10,1호선,서울역,66436,60801
2016-10-11,1호선,서울역,63028,57834
2016-10-12,1호선,서울역,63494,57669
2016-10-13,1호선,서울역,65254,59049
2016-10-14,1호선,서울역,75059,64625
2016-10-15,1호선,서울역,63631,55187
2016-10-16,1호선,서울역,49992,41831
2016-10-17,1호선,서울역,62457,55010
2016-10-18,1호선,서울역,62669,56885
2016-10-19,1호선,서울역,63831,57754
2016-10-20,1호선,서울역,64782,58161
